Cycle	Correct	Prediction	ActualClass	Similarity	smiles	randomCorrect	randomSimilarity
0	True	type1	type1	1.0	"c1cc(cnc1)C(=O)Nc2c[nH]c3c2cc(cn3)c4ccc(cc4)C#N"	True	0.1357142857142857
0	True	type1	type1	0.36585365853658536	"CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5"	True	0.2028985507246377
0	False	0	type1	0	"COc1cc(cc(c1OC)OC)c2cc(cnc2)c3ccc(cc3)N4CCNCC4"	False	0
0	True	type1	type1	1.0	"CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NCC4CC4"	True	0.18018018018018017
0	False	type1_2	type1	0.37349397590361444	"CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NC4CCOCC4"	True	0.12056737588652482
0	False	type1_2	type1	0.3953488372093023	"c1cn2c3c(cn2)-c4cc(cc(c4)Cl)OCCOCCNc1n3"	True	0.15555555555555556
0	True	type1	type1	0.336734693877551	"Cc1c(ccc2c1C(=O)NC=N2)c3cccc4c3cccn4"	True	0.10101010101010101
0	True	type1	type1	0.4642857142857143	"Cc1c(cncc1c2cc(c(c(c2)OC)OC)OC)c3ccc(cc3)C4CCN(CC4)C"	False	0.17272727272727273
0	True	type1	type1	0.3384615384615385	"CCc1c[nH]c2c1c(ncn2)N3CC[C@@](C3)(CNC(=O)c4ccc(cc4F)F)N"	True	0.13380281690140844
0	True	type1	type1	0.6597938144329897	"C[C@@H]1C[C@H](c2c1c(ncn2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)c4ccc(cc4)Cl)O"	True	0.12295081967213115
0	True	type1	type1	0.32456140350877194	"CCOCC[N@@](C[C@H](C[N@]1CCC[C@]2(C1)CCc3c(ccc4c3cn[nH]4)O2)O)S(=O)(=O)c5c(cccc5C)C"	True	0.1592920353982301
0	True	type1	type1	0.42990654205607476	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC[N@@](C2)c3c4ccccc4ncn3)O)S(=O)(=O)c5c(cccc5C)C"	True	0.203125
0	True	type1	type1	0.48314606741573035	"c1cc(ccc1C[C@@H](CN)C(=O)N2CCN(CC2)c3c4cc[nH]c4ncn3)Cl"	True	0.1510791366906475
0	False	type1_2	type1	0.17073170731707318	"Cc1c[nH]c2c1c(ncn2)[N@]3CC[C@H](C3)N"	True	0.05737704918032787
0	False	type1_2	type1	0.4583333333333333	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC(=O)c3cc(ccc3O2)O)O)S(=O)(=O)c4c(cccc4C)C"	False	0.1619047619047619
0	True	type1	type1	1.0	"Cc1[nH]c(nn1)c2ccccc2Nc3c4cc[nH]c4ncn3"	False	0.15853658536585366
0	True	type1	type1	0.75	"c1ccc(cc1)[C@@H](CN)NC(=O)c2ccc(s2)c3ccnc4c3cc[nH]4"	True	0.15753424657534246
