Cycle	Correct	Prediction	ActualClass	Similarity	smiles	randomCorrect	randomSimilarity
0	True	type1	type1	1.0	"c1cc(cnc1)C(=O)Nc2c[nH]c3c2cc(cn3)c4ccc(cc4)C#N"	False	0.3236994219653179
0	True	type1	type1	0.4444444444444444	"C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4c(c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)CCCC4)NC)OC"	True	0.23333333333333334
0	False	0	type1	0	"Cc1cc([nH]n1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C"	False	0
0	True	type1	type1	0.8409090909090909	"COc1cc(cc(c1OC)OC)c2cc(cnc2)c3ccc(cc3)N4CCNCC4"	True	0.228310502283105
0	False	type1_2	type1	0.4722222222222222	"c1ccc2c(c1)c(ccn2)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6"	True	0.1837837837837838
0	False	type1_2	type1	0.5	"CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NCC4CC4"	True	0.2097902097902098
0	True	type1	type1	0.42528735632183906	"c1cc(c2cccnc2c1)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6"	True	0.20535714285714285
0	True	type1	type1	0.3790849673202614	"Cc1c(ccc2c1C(=O)NC(=N2)C)c3ccnc4c3cccc4"	True	0.2159090909090909
0	True	type1	type1	0.410958904109589	"Cc1c(cncc1c2cc(c(c(c2)OC)OC)OC)c3ccc(cc3)C4CCN(CC4)C"	True	0.2347417840375587
0	True	type1	type1	0.7839195979899497	"Cc1c(cncc1c2ccc(c(c2)OC)C(=O)N)c3ccc(cc3)N4CCNCC4"	False	0.21645021645021645
0	False	type1_2	type1	0.5058823529411764	"Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NCC3"	True	0.24050632911392406
0	True	type1	type1	0.5208333333333334	"c1[nH]c2c(n1)c(ncn2)N"	True	0.30927835051546393
0	False	type1_2	type1	0.45226130653266333	"C[C@@H]1C[C@H](c2c1c(ncn2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)c4ccc(cc4)Cl)O"	True	0.175
0	False	type1_2	type1	0.24347826086956523	"c1cc(ccc1[C@H](CCO)NC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N)Cl"	False	0.0875
0	False	type1_2	type1	0.5581395348837209	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC[N@@](C2)c3c4ccccc4ncn3)O)S(=O)(=O)c5c(cccc5C)C"	True	0.23655913978494625
0	True	type1	type1	0.6666666666666666	"C[C@H]1c2c(ncnc2N3CCN(CC3)C(=O)[C@@H](Cc4c[nH]c5c4cccc5)N)CS1"	False	0.22123893805309736
0	True	type1	type1	0.5384615384615384	"c1cc(ccc1C[C@@H](CN)C(=O)N2CCN(CC2)c3c4cc[nH]c4ncn3)Cl"	False	0.2111111111111111
0	True	type1	type1	0.8320610687022901	"Cc1c[nH]c2c1c(ncn2)[N@]3CC[C@H](C3)N"	True	0.26666666666666666
0	True	type1	type1	0.3979591836734694	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC(=O)c3cc(ccc3O2)O)O)S(=O)(=O)c4c(cccc4C)C"	False	0.25196850393700787
0	True	type1	type1	0.43859649122807015	"C[C@@H]1CC(=O)Nc2c1c(ncn2)N3CCC(CC3)c4nc(cn4CCN5CCCC5)c6ccc(c(c6)C(F)(F)F)F"	True	0.32323232323232326
0	True	type1	type1	0.6335877862595419	"CCn1c2c(cnc(c2nc1c3c(non3)N)C#CC(C)(C)O)OC[C@H]4CCCNC4"	False	0.2109375
0	True	type1	type1	0.6544117647058824	"C=CCNS(=O)(=O)c1cccc(c1)C(=O)Nc2nc3cc(ccc3n2C4CCC(CC4)CO)CN5CCCCC5"	True	0.23595505617977527
0	False	type1_2	type1	0.2857142857142857	"Cn1cc(cn1)c2cc3c(c[nH]c3nc2)c4cnn(c4)Cc5cc(ccc5F)F"	False	0.11612903225806452
0	False	0	type1	0	"C[C@H](c1cc(ccc1C(=O)NC)F)Oc2c(ncc(n2)c3cccnc3OC)N"	False	0
0	True	type1	type1	0.47161572052401746	"COC(=O)C1CCC(CC1)n2c3cc(ccc3nc2NC(=O)c4ccccc4)CN5CCCCC5"	True	0.27927927927927926
0	True	type1	type1	0.3468208092485549	"C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(n4cc(ccc4n3)C#N)-c5cnc(c(n5)O1)N)C)F"	True	0.1382488479262673
0	True	type1	type1	0.502283105022831	"Cc1c(sc(n1)C(C)(C)O)c2cc(c(nc2)N)O[C@H](C)c3cc(ccc3n4nccn4)F"	False	0.25
0	True	type1	type1	0.3557692307692308	"C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(c(nn3C)C4CC4)-c5cc(c(nc5)N)O1)C)F"	True	0.15384615384615385
0	True	type1	type1	0.3434343434343434	"CC(C)S(=O)(=O)c1ccccc1Nc2c(cnc(n2)Nc3ccc(cc3OC)N4CCC(CC4)N5CCN(CC5)C)Cl"	True	0.17297297297297298
0	True	type1	type1	0.37267080745341613	"CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)C[N+](=C4)C(=O)[C@@H](c5ccccc5)O"	True	0.24277456647398843
0	True	type1	type1	0.35	"Cc1cc(c(cc1C2CCN(CC2)C)OC(C)C)Nc3nc4c(c[nH]n4)c(n3)Nc5ccccc5S(=O)(=O)C(C)C"	True	0.23423423423423423
0	False	0	type1	0	"Cc1cc(c(cc1C2CCN(CC2)C)OC(C)C)Nc3ncc(c(n3)Nc4cn(nc4S(=O)(=O)C(C)C)C)Cl"	False	0
