Cycle	Correct	Prediction	ActualClass	Similarity	smiles	randomCorrect	randomSimilarity
0	True	type1	type1	0.868421052631579	"c1cc(cnc1)C(=O)Nc2c[nH]c3c2cc(cn3)c4ccc(cc4)C#N"	True	0.21739130434782608
0	False	type1_2	type1	0.519774011299435	"CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)[C@@H](c5ccccc5)OC"	False	0.32323232323232326
0	False	0	type1	0	"CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NCC4CC4"	False	0
0	True	type1	type1	0.8671328671328671	"CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NC4CCOCC4"	True	0.32967032967032966
0	True	type1	type1	0.47761194029850745	"c1cn2c3c(cn2)-c4cc(cc(c4)Cl)OCCOCCNc1n3"	True	0.2064516129032258
0	False	type1_2	type1	0.5666666666666667	"c1ccc2c(c1)c(ccn2)c3ccc4c(c3)C(=O)N(C=N4)c5ccc(cc5)N6CCOCC6"	True	0.2987012987012987
0	True	type1	type1	0.5038167938931297	"Cc1c(ccc2c1C(=O)NC=N2)c3cccc4c3cccn4"	True	0.2777777777777778
0	True	type1	type1	0.6341463414634146	"COc1ccc(cc1)Nc2nccc(n2)c3c[nH]nc3c4cccnc4"	False	0.24113475177304963
0	True	type1	type1	0.5057471264367817	"Cc1c(cncc1c2cc(c(c(c2)OC)OC)OC)c3ccc(cc3)N4CCNCC4"	True	0.3655913978494624
0	True	type1	type1	0.8050314465408805	"Cc1c(cncc1c2ccc(c(c2)OC)C(=O)N)c3ccc(cc3)N4CCNCC4"	True	0.3184713375796178
0	True	type1	type1	0.4900662251655629	"c1[nH]c2c(n1)c(ncn2)N"	False	0.26548672566371684
0	True	type1	type1	0.609271523178808	"c1cc(ccc1[C@H](CCO)NC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N)Cl"	False	0.37362637362637363
0	True	type1	type1	0.6515151515151515	"CCOCC[N@@](C[C@H](C[N@]1CCC[C@]2(C1)CCc3c(ccc4c3cn[nH]4)O2)O)S(=O)(=O)c5c(cccc5C)C"	True	0.27450980392156865
0	True	type1	type1	0.2830188679245283	"C[C@H]1c2c(ncnc2N3CCN(CC3)C(=O)[C@@H](Cc4c[nH]c5c4cccc5)N)CS1"	False	0.12903225806451613
0	False	type1_2	type1	0.6285714285714286	"Cc1c[nH]c2c1c(ncn2)[N@]3CC[C@H](C3)N"	True	0.24427480916030533
0	True	type1	type1	0.8888888888888888	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC(=O)c3cc(ccc3O2)O)O)S(=O)(=O)c4c(cccc4C)C"	False	0.29473684210526313
0	True	type1	type1	0.5291005291005291	"c1ccc(cc1)[C@@H](CN)NC(=O)c2ccc(s2)c3ccnc4c3cc[nH]4"	True	0.31746031746031744
0	True	type1	type1	0.9117647058823529	"CCn1c2c(cnc(c2nc1c3c(non3)N)C#CC(C)(C)O)OC[C@H]4CCCNC4"	True	0.2641509433962264
0	True	type1	type1	0.4875	"Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OC[C@H](Cc4c[nH]c5c4cccc5)N"	False	0.35359116022099446
0	True	type1	type1	0.8105263157894737	"CC(C)(C)c1ccc(cc1)CC2(CCN(CC2)c3c4cc[nH]c4ncn3)[NH3+]"	True	0.24083769633507854
0	True	type1	type1	1.0	"C[C@H](c1cc(ccc1N2NC=CN2)F)Oc3cc(cnc3N)c4cccc(c4)S(=O)(=O)C"	False	0.23076923076923078
0	True	type1	type1	0.5048543689320388	"C[C@H](c1cc(ccc1OC)F)Oc2cc(cnc2N)c3cnnn3C"	False	0.3981042654028436
