Cycle	Correct	Prediction	ActualClass	Similarity	smiles	randomCorrect	randomSimilarity
0	True	type1	type1	0.8208955223880596	"COc1cc(cc(c1OC)OC)c2cc(cnc2)c3ccc(cc3)N4CCNCC4"	True	0.2666666666666666
0	False	type1_2	type1	0.4215851602023609	"c1ccc2c(c1)c(ccn2)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6"	True	0.2627257799671593
0	False	0	type1	0	"c1cc(ccc1c2cnc3c(cnn3c2)c4ccncc4)OCCN5CCCCC5"	False	0
0	True	type1	type1	0.9999999999999998	"CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NC4CCOCC4"	True	0.3428571428571428
0	False	type1_2	type1	0.44270833333333337	"c1cc(c2cccnc2c1)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6"	False	0.3238341968911917
0	False	type1_2	type1	0.4702970297029703	"Cc1c(ccc2c1C(=O)NC(=N2)C)c3ccnc4c3cccc4"	True	0.23809523809523808
0	True	type1	type1	0.41489361702127653	"Cc1c(ccc2c1C(=O)NC=N2)c3cccc4c3cccn4"	True	0.17977528089887637
0	True	type1	type1	0.39806996381182147	"CCNc1cc\2c(c(c1)O)C(=O)O[C@H]([C@@H](/C=C\C(=O)[C@H]([C@H](C/C=C2)O)O)C)C"	False	0.26666666666666666
0	True	type1	type1	0.40358744394618834	"Cc1c(cncc1c2ccc(c(c2)OC)C(=O)N)c3ccc(cc3)N4CCNCC4"	False	0.23851590106007067
0	True	type1	type1	0.7966260543580131	"Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NCC3"	True	0.25812619502868067
0	True	type1	type1	0.4728950403690888	"c1cc(ccc1[C@H](CCO)NC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N)Cl"	True	0.28004667444574094
0	True	type1	type1	0.5189620758483033	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC[N@@](C2)c3c4ccccc4ncn3)O)S(=O)(=O)c5c(cccc5C)C"	True	0.3248031496062992
0	False	type2	type1	0.4625550660792952	"C[C@H]1c2c(ncnc2N3CCN(CC3)C(=O)[C@@H](Cc4c[nH]c5c4cccc5)N)CS1"	True	0.1990632318501171
0	True	type1	type1	0.2764976958525346	"c1cc(ccc1C[C@@H](CN)C(=O)N2CCN(CC2)c3c4cc[nH]c4ncn3)Cl"	False	0.1746031746031746
0	True	type1	type1	0.5938242280285035	"Cc1c[nH]c2c1c(ncn2)[N@]3CC[C@H](C3)N"	True	0.2725118483412322
0	True	type1	type1	0.547945205479452	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC(=O)c3cc(ccc3O2)O)O)S(=O)(=O)c4c(cccc4C)C"	False	0.16057091882247992
0	True	type1	type1	0.7868852459016393	"Cc1[nH]c(nn1)c2ccccc2Nc3c4cc[nH]c4ncn3"	False	0.23927392739273926
0	True	type1	type1	0.7769230769230769	"c1c(c2c([nH]1)ncnc2[N@]3CCc4c(nc[nH]4)C3)Cl"	True	0.2498048399687744
