Cycle	Correct	Similarity
0	True	0.7722007722007721
0	True	0.7934508816120907
0	True	0.9142857142857143
0	True	0.811965811965812
0	True	0.7781456953642384
0	True	0.9999999999999999
0	True	0.7725321888412017
0	True	0.7794676806083649
0	True	0.7475083056478405
0	True	0.8045977011494252
0	True	0.6709956709956709
0	True	0.8733624454148472
0	False	0.7608695652173912
0	True	0.5084745762711864
0	True	0.7544378698224853
0	True	0.7294832826747719
0	True	0.7781456953642384
0	True	0.6720430107526881
0	False	0.6543624161073825
0	False	0.65625
0	True	0.5236907730673317
0	False	0.5703883495145632
0	True	0.6375838926174496
0	True	0.8156028368794327
0	False	0.5454545454545454
0	False	0.7296137339055794
0	True	0.717948717948718
0	True	0.5916473317865429
0	True	0.8022388059701491
0	True	0.5438066465256798
0	True	0.5847953216374269
0	True	0.5098684210526315
0	True	0.7516339869281046
0	True	0.7287449392712549
0	True	0.8064516129032259
0	True	0.7592592592592593
0	True	0.8415841584158416
0	True	0.8398950131233596
0	True	0.7782101167315175
0	True	0.7068965517241379
0	True	0.8309859154929577
0	True	0.7371794871794871
0	True	0.782312925170068
0	True	0.8206686930091186
0	True	0.8333333333333333
0	True	0.8088235294117647
0	True	0.9203980099502487
0	True	0.7337883959044369
0	True	0.7865168539325842
0	True	0.8411214953271028
0	False	0.7102272727272727
0	True	0.9278350515463917
0	True	0.9285714285714286
0	True	0.8587786259541984
0	True	0.7736389684813754
0	False	0.7638888888888888
0	False	0.6891025641025641
0	True	0.7599999999999999
0	True	0.7317073170731706
0	True	0.959409594095941
0	False	0.8100558659217878
0	False	0.8771929824561403
0	False	0.5415617128463476
0	True	0.9215686274509803
0	False	0.860655737704918
0	True	0.8
0	True	0.7961783439490446
0	True	0.8333333333333331
0	True	0.8365019011406842
0	True	0.6529209621993127
0	False	0.8388157894736843
0	True	0.872093023255814
0	True	0.8412698412698412
0	True	0.7857142857142857
0	True	0.5849056603773584
0	True	0.7191780821917808
0	True	0.7585139318885448
0	True	0.7643312101910829
0	True	0.6764705882352942
0	True	0.6374501992031872
0	True	0.8367346938775511
0	True	0.7885906040268457
0	True	0.9464285714285714
0	True	0.5735294117647058
0	True	0.7875457875457874
0	True	0.6
0	False	0.8070866141732282
0	True	0.8365019011406842
0	True	0.9310344827586207
0	True	0.689102564102564
0	True	0.8258258258258259
0	True	0.9138381201044385
0	False	0.6637168141592921
0	True	0.7341269841269842
0	True	0.6775700934579438
0	True	0.8974358974358975
0	False	0.6428571428571429
0	True	0.7088607594936709
0	True	0.56047197640118
0	True	0.746268656716418
0	True	0.775
0	True	0.9073359073359074
0	True	0.8518518518518519
0	True	0.7086614173228347
0	True	0.8241758241758241
0	True	0.8446866485013625
0	True	0.856269113149847
0	False	0.7918552036199095
0	True	0.8414239482200647
0	True	0.9325396825396826
0	True	0.6395348837209303
0	False	0.7006369426751592
0	True	0.8916083916083916
0	True	0.9146341463414633
0	True	0.7462686567164178
0	True	0.8593749999999999
0	True	0.6727828746177369
0	True	0.6702898550724637
0	True	0.7847533632286995
0	True	0.6826568265682657
0	False	0.7183098591549296
0	True	0.9322033898305084
0	True	0.9259259259259258
0	False	0.7329842931937173
0	False	0.9288537549407114
0	True	0.9523809523809522
0	False	0.6989247311827957
0	True	0.7551020408163265
0	True	0.8231707317073171
0	False	0.6428571428571429
0	True	1.0
0	True	0.7320872274143302
0	True	0.8955223880597015
0	True	0.8040201005025126
0	True	0.9578544061302682
0	True	0.7142857142857143
0	True	0.7692307692307693
0	True	0.8707865168539326
0	True	0.8360655737704918
0	True	0.8835341365461847
0	False	0.6887755102040816
0	True	0.782608695652174
0	True	0.7894736842105263
0	True	0.6701030927835052
0	True	0.8275862068965517
0	True	0.8333333333333333
0	True	0.765625
0	True	0.8177570093457943
0	True	0.725552050473186
0	True	0.8146067415730337
0	True	0.9203980099502487
0	True	0.8053691275167785
0	True	0.6514084507042254
0	True	0.75
0	True	0.6818181818181818
0	True	0.8653846153846154
0	False	0.6730769230769231
0	True	0.8571428571428571
0	True	0.8146964856230032
0	True	0.6470588235294118
0	True	0.5263157894736843
0	True	0.7931034482758621
0	True	0.8603896103896103
0	False	0.7731958762886597
0	True	0.7575757575757575
0	True	0.792079207920792
0	True	0.7282913165266107
0	True	0.6504065040650406
0	True	0.7098765432098766
0	False	0.8163265306122448
0	False	0.8483754512635379
0	True	0.7518796992481203
0	True	0.9235668789808917
0	True	0.9523809523809524
0	False	0.6739811912225705
0	True	0.9230769230769229
0	True	0.8016877637130801
0	True	0.8514492753623188
0	False	0.6996587030716723
0	True	0.6681034482758621
0	False	0.7468879668049793
0	True	0.425
0	True	0.62
0	False	0.6532663316582915
0	True	0.6902985074626865
0	True	0.8021390374331551
0	True	0.6161971830985916
0	True	0.7172131147540984
0	True	0.7263513513513513
0	True	0.6707317073170731
0	True	0.8076923076923076
0	True	0.796812749003984
0	True	0.9038461538461537
0	True	0.7062146892655367
0	True	0.8467741935483871
0	False	0.7373271889400921
0	True	0.8
0	True	0.7958477508650519
0	True	0.8793103448275862
0	True	0.9361702127659575
0	True	0.6948640483383686
0	True	0.7954545454545454
0	False	0.7936507936507937
0	True	0.7142857142857142
0	True	0.7984790874524713
0	True	0.8579881656804734
0	True	0.7142857142857142
0	True	0.925
0	False	0
0	True	0.849802371541502
0	True	0.8302583025830258
0	True	0.8565737051792828
0	True	0.7142857142857142
0	True	0.6410256410256411
0	True	0.9162303664921465
0	True	0.8168316831683169
0	True	0.75
0	True	0.7489878542510122
0	True	0.7142857142857143
0	True	0.7352941176470589
0	True	0.6862745098039216
0	True	0.7682619647355163
0	True	0.7831325301204819
0	False	0.6782334384858043
0	False	0.7777777777777778
0	False	0.8333333333333334
0	True	0.7207207207207206
0	True	0.775
0	True	0.6682027649769585
0	True	0.9318181818181818
0	True	0.8252427184466019
0	True	0.7112068965517242
0	True	0.95
0	True	0.6198347107438017
0	False	0.6787330316742081
0	True	0.8231707317073171
0	True	0.7941176470588235
0	False	0.6985294117647058
0	True	0.7912457912457913
0	False	0.7692307692307693
0	True	0.7469512195121952
0	True	0.8993902439024392
0	False	0.7865168539325843
0	True	0.9705882352941176
0	True	0.8407079646017699
0	True	0.8768656716417909
0	True	0.7758620689655172
0	True	0.7075471698113208
0	True	0.728476821192053
0	True	0.9482758620689655
0	True	0.9482758620689655
0	True	0.6593406593406593
0	False	0.6297709923664121
0	False	0.6545454545454545
0	True	0.8631921824104234
0	True	0.8403361344537815
0	True	0.8928571428571428
0	True	0.875
0	True	0.6299212598425197
0	True	0.8490566037735849
0	True	0.8928571428571429
0	True	0.8663366336633663
0	True	0.8181818181818182
0	True	0.9459459459459459
0	True	0.9067357512953368
0	True	0.7
0	True	0.7831325301204819
0	True	0.7613168724279835
0	True	0.7120253164556962
0	True	0.867579908675799
0	True	0.9
0	True	0.85
0	True	0.8612440191387559
0	False	0.46954314720812185
0	True	0.8611111111111112
0	True	0.7172131147540983
0	True	0.5952380952380952
0	True	0.7975460122699386
0	True	0.6762295081967213
0	True	0.875
0	True	0.8
0	True	0.9318181818181818
0	True	0.7692307692307693
0	True	0.6012658227848101
0	True	0.9004739336492891
0	True	0.770440251572327
0	True	0.8745874587458745
0	True	0.8520900321543408
0	True	0.9051724137931035
0	True	0.7755102040816326
0	False	0.7720588235294117
0	True	0.7333333333333333
0	True	0.8333333333333333
0	True	0.7733812949640287
0	True	0.5246913580246914
0	True	0.8913043478260869
0	True	0.9276729559748427
0	True	0.7401315789473685
0	False	0.7435897435897436
0	True	0.8703071672354948
0	True	0.9774436090225564
0	True	0.9215017064846416
0	True	0.96045197740113
0	True	0.8471760797342193
0	True	0.8561643835616437
