Cycle	Correct	Similarity
0	True	0.9142857142857143
0	True	0.7313432835820896
0	True	0.765625
0	False	0.6666666666666666
0	True	0.7454545454545455
0	True	0.74
0	True	0.765625
0	True	0.8888888888888888
0	True	0.7454545454545455
0	True	0.8064516129032258
0	True	0.9180327868852459
0	True	0.7833333333333333
0	False	0.85
0	True	0.6612903225806451
0	False	0.6428571428571429
0	True	0.825
0	True	0.7241379310344828
0	True	0.6666666666666666
0	True	0.7848101265822784
0	True	0.6103896103896104
0	True	0.6851851851851852
0	True	0.8088235294117647
0	True	0.6607142857142857
0	True	0.7878787878787878
0	True	0.660377358490566
0	True	0.8181818181818182
0	False	0.6440677966101694
0	False	0.6029411764705882
0	True	0.6491228070175439
0	True	0.7866666666666666
0	True	0.7368421052631579
0	True	0.7222222222222222
0	True	0.8095238095238095
0	True	0.7049180327868853
0	True	0.8852459016393442
0	True	0.9024390243902439
0	True	0.9152542372881356
0	True	0.6774193548387096
0	True	0.7121212121212122
0	False	0.7051282051282052
0	True	0.8307692307692308
0	True	0.7352941176470589
0	True	0.9230769230769231
0	True	0.782608695652174
0	True	0.7906976744186046
0	False	0.8181818181818182
0	True	0.7215189873417721
0	True	0.7397260273972602
0	True	0.8035714285714286
0	True	0.6615384615384615
0	True	0.7910447761194029
0	True	0.8888888888888888
0	False	0.6338028169014085
0	True	0.8813559322033898
0	True	0.7931034482758621
0	False	0
0	True	0.8690476190476191
0	True	0.7450980392156863
0	False	0.7142857142857143
0	False	0.8382352941176471
0	True	0.8095238095238095
0	True	0.7910447761194029
0	True	0.7818181818181819
0	False	0.8533333333333334
0	True	0.6041666666666666
0	True	0.875
0	True	0.9473684210526315
0	True	0.7894736842105263
0	False	0.6511627906976745
0	True	0.6885245901639344
0	True	0.6739130434782609
0	True	0.7419354838709677
0	True	0.68
0	True	0.7058823529411765
0	True	0.9464285714285714
0	False	0.5974025974025974
0	True	0.75
0	True	0.6956521739130435
0	True	0.8
0	True	0.8245614035087719
0	True	0.671875
0	True	0.7971014492753623
0	True	0.6363636363636364
0	True	0.6944444444444444
0	True	0.813953488372093
0	False	0.6862745098039216
0	True	0.673469387755102
0	True	0.7142857142857143
0	True	0.6
0	True	0.873015873015873
0	True	0.775
0	True	0.8461538461538461
0	True	0.86
0	True	0.7735849056603774
0	True	0.8888888888888888
0	True	0.9038461538461539
0	True	0.7254901960784313
0	True	0.8148148148148148
0	True	0.875
0	False	0.5882352941176471
0	True	0.675
0	True	0.5660377358490566
0	False	0.6666666666666666
0	True	0.8947368421052632
0	True	0.8571428571428571
0	True	0.8947368421052632
0	True	0.5909090909090909
0	True	0.7333333333333333
0	True	0.8909090909090909
0	True	0.7758620689655172
0	True	0.75
0	True	0.6607142857142857
0	False	0.7424242424242424
0	True	1.0
0	False	0.7894736842105263
0	True	0.6511627906976745
0	True	0.8604651162790697
0	True	0.6981132075471698
0	True	0.673469387755102
0	True	0.7230769230769231
0	True	0.8490566037735849
0	True	0.8837209302325582
0	True	0.7333333333333333
0	True	0.7931034482758621
0	True	0.75
0	True	0.75
0	True	0.825
0	False	0.7073170731707317
0	True	0.8837209302325582
0	True	0.7547169811320755
0	True	0.8157894736842105
0	True	0.723404255319149
0	True	0.7631578947368421
0	True	0.8888888888888888
0	True	0.9230769230769231
0	True	0.8571428571428571
0	True	0.8947368421052632
0	True	0.86
0	True	0.7758620689655172
0	True	0.56
0	True	0.75
0	True	0.7857142857142857
0	True	0.7906976744186046
0	True	0.6792452830188679
0	True	0.8245614035087719
0	False	0.7837837837837838
0	True	0.7222222222222222
0	True	0.7674418604651163
0	True	0.6730769230769231
0	True	0.6949152542372882
0	True	0.7291666666666666
0	True	0.7878787878787878
0	True	0.6585365853658537
0	True	0.7837837837837838
0	True	0.7708333333333334
0	True	0.8571428571428571
0	True	0.7708333333333334
0	True	0.6851851851851852
0	True	0.76
0	True	0.8269230769230769
0	True	0.8363636363636363
0	True	0.6458333333333334
0	True	0.7619047619047619
0	True	0.7555555555555555
0	True	0.6470588235294118
0	True	0.7115384615384616
0	True	0.7419354838709677
0	True	0.9204545454545454
0	True	0.7837837837837838
0	True	0.8076923076923077
0	True	0.6166666666666667
0	True	0.7954545454545454
0	True	0.6896551724137931
0	True	0.8269230769230769
0	True	0.6216216216216216
0	True	0.75
0	True	0.9038461538461539
0	True	0.6031746031746031
0	True	0.6428571428571429
0	True	0.6981132075471698
0	True	0.7142857142857143
0	True	0.8166666666666667
0	True	0.8
0	True	0.72
0	True	0.8793103448275862
0	True	0.7777777777777778
0	True	0.6612903225806451
0	False	0.7
0	True	0.6363636363636364
0	True	0.8048780487804879
0	True	0.7391304347826086
0	True	0.6721311475409836
0	True	0.9253731343283582
0	True	0.7450980392156863
0	True	0.8387096774193549
0	False	0.7068965517241379
0	True	0.8974358974358975
0	False	0
0	True	0.82
0	True	0.7692307692307693
0	True	0.7735849056603774
0	True	0.6764705882352942
0	True	0.6727272727272727
0	False	0.7457627118644068
0	True	1.0
0	True	0.711864406779661
0	True	0.7111111111111111
0	True	0.8214285714285714
0	True	0.4358974358974359
0	True	0.7872340425531915
0	True	0.8367346938775511
0	True	0.8125
0	True	0.8392857142857143
0	True	0.7111111111111111
0	True	0.6904761904761905
0	True	0.775
0	True	0.8695652173913043
0	True	0.68
0	True	0.7619047619047619
0	True	0.65625
0	True	0.7377049180327869
0	False	0.7424242424242424
0	True	0.6896551724137931
0	True	0.7021276595744681
0	True	0.765625
0	True	0.921875
0	True	0.896551724137931
