Cycle	Correct	Similarity	smiles
0	True	0.6451612903225806	c1cc(cnc1)C(=O)Nc2c[nH]c3c2cc(cn3)c4ccc(cc4)C#N
0	True	0.6923076923076923	CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5
0	True	0.5365853658536586	Cc1cc([nH]n1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C
0	True	0.5844155844155844	c1ccc2c(c1)c(ccn2)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6
0	True	0.7777777777777778	CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NC4CCOCC4
0	True	0.46875	c1cn2c3c(cn2)-c4cc(cc(c4)Cl)OCCOCCNc1n3
0	True	0.5844155844155844	c1cc(c2cccnc2c1)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6
0	True	0.5764705882352941	c1ccc2c(c1)c(ccn2)c3ccc4c(c3)C(=O)N(C=N4)c5ccc(cc5)N6CCOCC6
0	True	0.5942028985507246	COc1ccc(cc1)Nc2nccc(n2)c3c[nH]nc3c4cccnc4
0	True	0.5555555555555556	Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NCC3
0	False	0.68	c1[nH]c2c(n1)c(ncn2)N
0	True	0.49333333333333335	CCc1c[nH]c2c1c(ncn2)N3CC[C@@](C3)(CNC(=O)c4ccc(cc4F)F)N
0	False	0.4883720930232558	C[C@@H]1C[C@H](c2c1c(ncn2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)c4ccc(cc4)Cl)O
0	True	0.7021276595744681	CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC[N@@](C2)c3c4ccccc4ncn3)O)S(=O)(=O)c5c(cccc5C)C
0	True	0.4444444444444444	C[C@H]1c2c(ncnc2N3CCN(CC3)C(=O)[C@@H](Cc4c[nH]c5c4cccc5)N)CS1
0	True	0.6923076923076923	c1cc(ccc1C[C@@H](CN)C(=O)N2CCN(CC2)c3c4cc[nH]c4ncn3)Cl
0	True	0.5	Cc1[nH]c(nn1)c2ccccc2Nc3c4cc[nH]c4ncn3
0	True	0.48936170212765956	c1c(c2c([nH]1)ncnc2[N@]3CCc4c(nc[nH]4)C3)Cl
0	True	0.5584415584415584	c1ccc(cc1)[C@@H](CN)NC(=O)c2ccc(s2)c3ccnc4c3cc[nH]4
0	True	0.43902439024390244	CCn1c2cc(nc(c2nc1C3=C(NON3)N)C#CC(C)(C)O)O[C@@H](CCN)c4ccccc4
0	True	0.475	CCn1c2cc(nc(c2nc1c3c(non3)N)C#CC(C)(C)O)OC[C@@H](Cc4ccccc4)N
0	True	0.43209876543209874	CCn1c2c(cnc(c2nc1c3c(non3)N)C#CC(C)(C)O)OC[C@H]4CCCNC4
0	True	0.65	Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OC[C@H](Cc4c[nH]c5c4cccc5)N
0	True	0.6923076923076923	c1cc2cnccc2c(c1)S(=O)(=O)NCCNCCOCc3ccc(cc3)Cl
0	True	0.84375	C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(c(n(n3)C)C#N)-c4cc(c(nc4)N)O1)C)F
