Cycle	Correct	Prediction	ActualClass	Similarity	smiles	randomCorrect	randomSimilarity
0	True	type1	type1	0.7027027027027027	"c1cc(cnc1)C(=O)Nc2c[nH]c3c2cc(cn3)c4ccc(cc4)C#N"	True	0.36257309941520466
0	True	type1	type1	0.8811881188118812	"C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4c(c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)CCCC4)NC)OC"	False	0.2222222222222222
0	True	type1	type1	0.625	"COc1cc(cc(c1OC)OC)c2cc(cnc2N)c3cccc(c3)O"	True	0.25
0	True	type1	type1	0.956989247311828	"c1cc(c2cccnc2c1)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6"	True	0.5
0	True	type1	type1	0.6596858638743456	"c1ccc2c(c1)c(ccn2)c3ccc4c(c3)C(=O)N(C=N4)c5ccc(cc5)N6CCOCC6"	False	0.35602094240837695
0	True	type1	type1	0.7846153846153846	"Cc1c(ccc2c1C(=O)NC=N2)c3cccc4c3cccn4"	True	0.25675675675675674
0	True	type1	type1	0.6131386861313869	"COc1ccc(cc1)Nc2nccc(n2)c3c[nH]nc3c4cccnc4"	True	0.2802547770700637
0	True	type1	type1	0.8222222222222222	"Cc1c(cncc1c2cc(c(c(c2)OC)OC)OC)c3ccc(cc3)C4CCN(CC4)C"	True	0.2787878787878788
0	True	type1	type1	0.6206896551724138	"Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NCC3"	False	0.21052631578947367
0	False	type1_2	type1	0.6388888888888888	"c1[nH]c2c(n1)c(ncn2)N"	False	0.20930232558139536
0	True	type1	type1	0.5161290322580645	"CCc1c[nH]c2c1c(ncn2)N3CC[C@@](C3)(CNC(=O)c4ccc(cc4F)F)N"	True	0.3
0	True	type1	type1	0.7368421052631579	"CCOCCN(C[C@H](C[N@]1CCC[C@]2(C1)CC[N@@](C2)c3c4ccccc4ncn3)O)S(=O)(=O)c5c(cccc5C)C"	True	0.2872340425531915
0	True	type1	type1	0.5546218487394958	"Cc1c[nH]c2c1c(ncn2)[N@]3CC[C@H](C3)N"	True	0.16
0	True	type1	type1	0.6260869565217392	"Cc1[nH]c(nn1)c2ccccc2Nc3c4cc[nH]c4ncn3"	False	0.4
0	True	type1	type1	0.5	"c1c(c2c([nH]1)ncnc2[N@]3CCc4c(nc[nH]4)C3)Cl"	False	0.14705882352941177
0	True	type1	type1	0.5897435897435898	"c1ccc(cc1)[C@@H](CN)NC(=O)c2ccc(s2)c3ccnc4c3cc[nH]4"	True	0.10526315789473684
0	True	type1	type1	0.8414634146341463	"c1cc(ccc1CNC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N)Cl"	True	0.3314285714285714
0	True	type1	type1	0.7525773195876289	"Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OC[C@H](Cc4c[nH]c5c4cccc5)N"	False	0.29457364341085274
0	True	type1	type1	0.6666666666666666	"c1cc2cnccc2c(c1)S(=O)(=O)NCCNCCOCc3ccc(cc3)Cl"	True	0.23943661971830985
0	True	type1	type1	0.8588957055214724	"C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(c(n(n3)C)C#N)-c4cc(c(nc4)N)O1)C)F"	True	0.32432432432432434
0	True	type1	type1	0.5810055865921788	"C[C@H](c1cc(ccc1N2NC=CN2)F)Oc3cc(cnc3N)c4cccc(c4)S(=O)(=O)C"	True	0.21978021978021978
0	True	type1	type1	0.5990338164251208	"Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl"	False	0.3316582914572864
0	True	type1	type1	0.6711409395973155	"C[C@H](c1cc(ccc1OC)F)Oc2cc(cnc2N)c3cnnn3C"	False	0.22727272727272727
0	True	type1	type1	0.8047337278106509	"Cc1c(c[nH]n1)c2cc(c(nc2)N)O[C@H](C)c3cc(ccc3n4nccn4)F"	True	0.3372093023255814
0	True	type1	type1	0.7096774193548387	"COC(=O)C1CCC(CC1)n2c3cc(ccc3nc2NC(=O)c4ccccc4)CN5CCCCC5"	True	0.38974358974358975
0	True	type1	type1	0.891566265060241	"C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(c(nn3C)C4CC4)-c5cc(c(nc5)N)O1)C)F"	False	0.37988826815642457
0	True	type1	type1	0.7363636363636363	"CC(C)S(=O)(=O)c1ccccc1Nc2c(cnc(n2)Nc3ccc(cc3OC)N4CCC(CC4)N5CCN(CC5)C)Cl"	True	0.31155778894472363
0	True	type1	type1	0.7845303867403315	"Cc1c(sc(n1)[C@@](C)(CO)O)c2cc(c(nc2)N)O[C@H](C)c3cc(ccc3N4NC=CN4)F"	True	0.3018867924528302
0	True	type1	type1	0.5919282511210763	"Cc1cc(c(cc1C2CCN(CC2)C)OC(C)C)Nc3nc4c(c[nH]n4)c(n3)Nc5ccccc5S(=O)(=O)C(C)C"	True	0.3983050847457627
0	True	type1	type1	0.5288461538461539	"Cc1cc(c(cc1C2CCN(CC2)C)OC(C)C)Nc3ncc(c(n3)Nc4cn(nc4S(=O)(=O)C(C)C)C)Cl"	True	0.358695652173913
0	True	type1	type1	0.8465116279069768	"CN1CCN(CC1)C2CCN(CC2)c3ccc(c(c3)OC)Nc4ncc(c(n4)Nc5ccccc5P(=O)(C)C)Cl"	True	0.3645320197044335
0	True	type1	type1	0.5562130177514792	"Cc1cc(n[nH]1)n2cc(c3c2nc(cc3)N[C@@H](C)c4ccc(cn4)F)C(=O)N5CCOCC5"	False	0.3225806451612903
0	True	type1	type1	0.573170731707317	"Cc1cc(n[nH]1)n2cc(c3c2nc(cc3)N[C@@H](C)c4ccc(cn4)F)S(=O)(=O)C5COC5"	False	0.34594594594594597
0	True	type1	type1	0.7623762376237624	"CC[C@H](c1ccccc1)NC(=O)c2cc3c(s2)c(n[nH]3)NC(=O)c4ccc(cc4)N5CCN(CC5)C"	False	0.07936507936507936
0	True	type1	type1	0.5780346820809249	"c1cc(c(c(c1)F)C2=NCc3cnc(nc3-c4c2cc(cc4)Cl)Nc5ccc(cc5)C(=O)O)F"	True	0.3508771929824561
0	True	type1	type1	0.582010582010582	"Cn1cc(cc1C(=O)N2CCN(CC2)C)Nc3ncc4cc(n(c4n3)C5CCCC5)C(=O)N"	True	0.3595505617977528
0	True	type1	type1	0.84	"c1ccc(c(c1)C(=O)O)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O"	True	0.2916666666666667
0	True	type1	type1	0.6422764227642277	"CC(=O)N1CCN(CC1)C(=O)Cc2ccc(cc2)Nc3ncc(c(n3)Nc4ccc(cc4)C(=O)Nc5ccccc5Cl)F"	True	0.25
0	True	type1	type1	0.6984126984126984	"CCCC(=O)Nc1c2ccc(cc2[nH]n1)c3ccc(cc3)O"	True	0.38095238095238093
0	True	type1	type1	0.5517241379310345	"Cc1c(c([nH]n1)N/N=C/c2ccc(cc2)OC)C(=O)Nc3cccc(c3)NC(=O)C"	True	0.25
0	True	type1	type1	0.782608695652174	"c1ccc(cc1)c2ccccc2Nc3ccnc(n3)Nc4ccc(cc4)C(=O)O"	False	0.4020618556701031
0	False	type1_2	type1	0.5176470588235295	"CS(=O)(=O)N(CCN)c1ccc(cn1)Nc2ncc3cnn(c3n2)C4CCCCCC4"	False	0.21839080459770116
